time,altitude,velocity
9745.000000,7648.458837,0.369489
9746.000000,7648.592719,0.369470
9747.000000,7648.726624,0.369452
9748.000000,7648.860552,0.369433
9749.000000,7648.994503,0.369414
9750.000000,7649.128477,0.369395
9751.000000,7649.262473,0.369376
9752.000000,7649.396493,0.369358
9753.000000,7649.530536,0.369339
9754.000000,7649.664601,0.369320
9755.000000,7649.798689,0.369301
9756.000000,7649.932800,0.369282
9757.000000,7650.066934,0.369263
9758.000000,7650.201091,0.369245
9759.000000,7650.335271,0.369226
9760.000000,7650.469474,0.369207
9761.000000,7650.603699,0.369188
9762.000000,7650.737947,0.369169
9763.000000,7650.872218,0.369150
9764.000000,7651.006512,0.369131
9765.000000,7651.140828,0.369113
9766.000000,7651.275167,0.369094
9767.000000,7651.409529,0.369075
9768.000000,7651.543914,0.369056
9769.000000,7651.678321,0.369037
9770.000000,7651.812751,0.369018
9771.000000,7651.947204,0.368999
9772.000000,7652.081680,0.368980
9773.000000,7652.216178,0.368962
9774.000000,7652.350699,0.368943
9775.000000,7652.485242,0.368924
9776.000000,7652.619808,0.368905
9777.000000,7652.754397,0.368886
9778.000000,7652.889008,0.368867
9779.000000,7653.023642,0.368848
9780.000000,7653.158298,0.368829
9781.000000,7653.292977,0.368810
9782.000000,7653.427679,0.368791
9783.000000,7653.562403,0.368772
9784.000000,7653.697150,0.368753
9785.000000,7653.831919,0.368735
9786.000000,7653.966711,0.368716
9787.000000,7654.101525,0.368697
9788.000000,7654.236362,0.368678
9789.000000,7654.371221,0.368659
9790.000000,7654.506102,0.368640
9791.000000,7654.641006,0.368621
9792.000000,7654.775933,0.368602
9793.000000,7654.910882,0.368583
9794.000000,7655.045853,0.368564
9795.000000,7655.180847,0.368545
9796.000000,7655.315863,0.368526
9797.000000,7655.450901,0.368507
9798.000000,7655.585962,0.368488
9799.000000,7655.721045,0.368469
9800.000000,7655.856151,0.368450
9801.000000,7655.991279,0.368431
9802.000000,7656.126429,0.368412
9803.000000,7656.261601,0.368393
9804.000000,7656.396796,0.368374
9805.000000,7656.532013,0.368355
9806.000000,7656.667252,0.368336
9807.000000,7656.802514,0.368317
9808.000000,7656.937798,0.368298
9809.000000,7657.073104,0.368279
9810.000000,7657.208432,0.368260
9811.000000,7657.343783,0.368241
9812.000000,7657.479155,0.368222
9813.000000,7657.614550,0.368203
9814.000000,7657.749967,0.368184
9815.000000,7657.885406,0.368165
9816.000000,7658.020867,0.368146
9817.000000,7658.156351,0.368127
9818.000000,7658.291856,0.368108
9819.000000,7658.427384,0.368089
9820.000000,7658.562934,0.368069
9821.000000,7658.698506,0.368050
9822.000000,7658.834100,0.368031
9823.000000,7658.969716,0.368012
9824.000000,7659.105354,0.367993
9825.000000,7659.241014,0.367974
9826.000000,7659.376696,0.367955
9827.000000,7659.512400,0.367936
9828.000000,7659.648126,0.367917
9829.000000,7659.783874,0.367898
9830.000000,7659.919644,0.367879
9831.000000,7660.055436,0.367860
9832.000000,7660.191250,0.367840
9833.000000,7660.327086,0.367821
9834.000000,7660.462944,0.367802
9835.000000,7660.598823,0.367783
9836.000000,7660.734725,0.367764
9837.000000,7660.870648,0.367745
9838.000000,7661.006594,0.367726
9839.000000,7661.142561,0.367707
9840.000000,7661.278550,0.367688
9841.000000,7661.414561,0.367668
9842.000000,7661.550594,0.367649
9843.000000,7661.686649,0.367630
9844.000000,7661.822725,0.367611
9845.000000,7661.958823,0.367592
9846.000000,7662.094943,0.367573
9847.000000,7662.231085,0.367554
9848.000000,7662.367248,0.367534
9849.000000,7662.503434,0.367515
9850.000000,7662.639641,0.367496
9851.000000,7662.775869,0.367477
9852.000000,7662.912120,0.367458
9853.000000,7663.048392,0.367439
9854.000000,7663.184686,0.367419
9855.000000,7663.321001,0.367400
9856.000000,7663.457338,0.367381
9857.000000,7663.593697,0.367362
9858.000000,7663.730077,0.367343
9859.000000,7663.866479,0.367323
9860.000000,7664.002903,0.367304
9861.000000,7664.139348,0.367285
9862.000000,7664.275815,0.367266
9863.000000,7664.412303,0.367247
9864.000000,7664.548813,0.367227
9865.000000,7664.685345,0.367208
9866.000000,7664.821898,0.367189
9867.000000,7664.958473,0.367170
9868.000000,7665.095069,0.367151
9869.000000,7665.231686,0.367131
9870.000000,7665.368325,0.367112
9871.000000,7665.504986,0.367093
9872.000000,7665.641668,0.367074
9873.000000,7665.778371,0.367054
9874.000000,7665.915096,0.367035
9875.000000,7666.051842,0.367016
9876.000000,7666.188610,0.366997
9877.000000,7666.325399,0.366977
9878.000000,7666.462210,0.366958
9879.000000,7666.599042,0.366939
9880.000000,7666.735895,0.366920
9881.000000,7666.872770,0.366900
9882.000000,7667.009666,0.366881
9883.000000,7667.146583,0.366862
9884.000000,7667.283522,0.366842
9885.000000,7667.420482,0.366823
9886.000000,7667.557463,0.366804
9887.000000,7667.694465,0.366785
9888.000000,7667.831489,0.366765
9889.000000,7667.968534,0.366746
9890.000000,7668.105600,0.366727
9891.000000,7668.242688,0.366707
9892.000000,7668.379797,0.366688
9893.000000,7668.516927,0.366669
9894.000000,7668.654078,0.366649
9895.000000,7668.791250,0.366630
9896.000000,7668.928444,0.366611
9897.000000,7669.065658,0.366592
9898.000000,7669.202894,0.366572
9899.000000,7669.340151,0.366553
9900.000000,7669.477429,0.366534
9901.000000,7669.614728,0.366514
9902.000000,7669.752049,0.366495
9903.000000,7669.889390,0.366476
9904.000000,7670.026753,0.366456
9905.000000,7670.164136,0.366437
9906.000000,7670.301541,0.366417
9907.000000,7670.438966,0.366398
9908.000000,7670.576413,0.366379
9909.000000,7670.713881,0.366359
9910.000000,7670.851369,0.366340
9911.000000,7670.988879,0.366321
9912.000000,7671.126409,0.366301
9913.000000,7671.263961,0.366282
9914.000000,7671.401534,0.366263
9915.000000,7671.539127,0.366243
9916.000000,7671.676742,0.366224
9917.000000,7671.814377,0.366204
9918.000000,7671.952033,0.366185
9919.000000,7672.089710,0.366166
9920.000000,7672.227408,0.366146
9921.000000,7672.365127,0.366127
9922.000000,7672.502867,0.366107
9923.000000,7672.640627,0.366088
9924.000000,7672.778409,0.366069
9925.000000,7672.916211,0.366049
9926.000000,7673.054034,0.366030
9927.000000,7673.191878,0.366010
9928.000000,7673.329743,0.365991
9929.000000,7673.467628,0.365971
9930.000000,7673.605534,0.365952
9931.000000,7673.743461,0.365933
9932.000000,7673.881409,0.365913
9933.000000,7674.019377,0.365894
9934.000000,7674.157366,0.365874
9935.000000,7674.295376,0.365855
9936.000000,7674.433407,0.365835
9937.000000,7674.571458,0.365816
9938.000000,7674.709530,0.365796
9939.000000,7674.847622,0.365777
9940.000000,7674.985735,0.365757
9941.000000,7675.123869,0.365738
9942.000000,7675.262023,0.365719
9943.000000,7675.400198,0.365699
9944.000000,7675.538394,0.365680
9945.000000,7675.676610,0.365660
9946.000000,7675.814846,0.365641
9947.000000,7675.953104,0.365621
9948.000000,7676.091381,0.365602
9949.000000,7676.229680,0.365582
9950.000000,7676.367998,0.365563
9951.000000,7676.506338,0.365543
9952.000000,7676.644698,0.365524
9953.000000,7676.783078,0.365504
9954.000000,7676.921479,0.365485
9955.000000,7677.059900,0.365465
9956.000000,7677.198342,0.365446
9957.000000,7677.336804,0.365426
9958.000000,7677.475286,0.365407
9959.000000,7677.613789,0.365387
9960.000000,7677.752312,0.365367
9961.000000,7677.890856,0.365348
9962.000000,7678.029420,0.365328
9963.000000,7678.168005,0.365309
9964.000000,7678.306609,0.365289
9965.000000,7678.445234,0.365270
9966.000000,7678.583880,0.365250
9967.000000,7678.722546,0.365231
9968.000000,7678.861232,0.365211
9969.000000,7678.999938,0.365192
9970.000000,7679.138665,0.365172
9971.000000,7679.277412,0.365152
9972.000000,7679.416179,0.365133
9973.000000,7679.554966,0.365113
9974.000000,7679.693774,0.365094
9975.000000,7679.832601,0.365074
9976.000000,7679.971449,0.365055
9977.000000,7680.110318,0.365035
9978.000000,7680.249206,0.365015
9979.000000,7680.388114,0.364996
9980.000000,7680.527043,0.364976
9981.000000,7680.665992,0.364957
9982.000000,7680.804961,0.364937
9983.000000,7680.943950,0.364917
9984.000000,7681.082959,0.364898
9985.000000,7681.221988,0.364878
9986.000000,7681.361038,0.364859
9987.000000,7681.500107,0.364839
9988.000000,7681.639196,0.364819
9989.000000,7681.778306,0.364800
9990.000000,7681.917436,0.364780
9991.000000,7682.056585,0.364760
9992.000000,7682.195755,0.364741
9993.000000,7682.334944,0.364721
9994.000000,7682.474154,0.364701
9995.000000,7682.613383,0.364682
9996.000000,7682.752633,0.364662
9997.000000,7682.891902,0.364643
9998.000000,7683.031191,0.364623
9999.000000,7683.170501,0.364603
10000.000000,7683.309830,0.364584
10001.000000,7683.449179,0.364564
10002.000000,7683.588548,0.364544
10003.000000,7683.727937,0.364525
10004.000000,7683.867345,0.364505
10005.000000,7684.006774,0.364485
10006.000000,7684.146222,0.364466
10007.000000,7684.285691,0.364446
10008.000000,7684.425179,0.364426
10009.000000,7684.564686,0.364406
10010.000000,7684.704214,0.364387
10011.000000,7684.843761,0.364367
10012.000000,7684.983328,0.364347
10013.000000,7685.122915,0.364328
10014.000000,7685.262522,0.364308
10015.000000,7685.402148,0.364288
10016.000000,7685.541794,0.364269
10017.000000,7685.681460,0.364249
10018.000000,7685.821146,0.364229
10019.000000,7685.960851,0.364209
10020.000000,7686.100576,0.364190
10021.000000,7686.240320,0.364170
10022.000000,7686.380084,0.364150
10023.000000,7686.519868,0.364130
10024.000000,7686.659671,0.364111
10025.000000,7686.799494,0.364091
10026.000000,7686.939337,0.364071
10027.000000,7687.079199,0.364051
10028.000000,7687.219081,0.364032
10029.000000,7687.358982,0.364012
10030.000000,7687.498903,0.363992
10031.000000,7687.638843,0.363972
10032.000000,7687.778803,0.363953
10033.000000,7687.918782,0.363933
10034.000000,7688.058781,0.363913
10035.000000,7688.198799,0.363893
10036.000000,7688.338837,0.363874
10037.000000,7688.478895,0.363854
10038.000000,7688.618971,0.363834
10039.000000,7688.759067,0.363814
10040.000000,7688.899183,0.363794
10041.000000,7689.039318,0.363775
10042.000000,7689.179472,0.363755
10043.000000,7689.319646,0.363735
10044.000000,7689.459839,0.363715
10045.000000,7689.600052,0.363696
10046.000000,7689.740284,0.363676
10047.000000,7689.880535,0.363656
10048.000000,7690.020805,0.363636
10049.000000,7690.161095,0.363616
10050.000000,7690.301404,0.363596
10051.000000,7690.441733,0.363577
10052.000000,7690.582081,0.363557
10053.000000,7690.722448,0.363537
10054.000000,7690.862834,0.363517
10055.000000,7691.003239,0.363497
10056.000000,7691.143664,0.363477
10057.000000,7691.284108,0.363458
10058.000000,7691.424571,0.363438
10059.000000,7691.565053,0.363418
10060.000000,7691.705555,0.363398
10061.000000,7691.846076,0.363378
10062.000000,7691.986615,0.363358
10063.000000,7692.127174,0.363338
10064.000000,7692.267752,0.363319
10065.000000,7692.408350,0.363299
10066.000000,7692.548966,0.363279
10067.000000,7692.689601,0.363259
10068.000000,7692.830256,0.363239
10069.000000,7692.970930,0.363219
10070.000000,7693.111622,0.363199
10071.000000,7693.252334,0.363180
10072.000000,7693.393065,0.363160
10073.000000,7693.533814,0.363140
10074.000000,7693.674583,0.363120
10075.000000,7693.815371,0.363100
10076.000000,7693.956178,0.363080
10077.000000,7694.097003,0.363060
10078.000000,7694.237848,0.363040
10079.000000,7694.378712,0.363020
10080.000000,7694.519594,0.363000
10081.000000,7694.660496,0.362980
10082.000000,7694.801416,0.362961
10083.000000,7694.942355,0.362941
10084.000000,7695.083314,0.362921
10085.000000,7695.224291,0.362901
10086.000000,7695.365287,0.362881
10087.000000,7695.506301,0.362861
10088.000000,7695.647335,0.362841
10089.000000,7695.788387,0.362821
10090.000000,7695.929459,0.362801
10091.000000,7696.070549,0.362781
10092.000000,7696.211658,0.362761
10093.000000,7696.352785,0.362741
10094.000000,7696.493932,0.362721
10095.000000,7696.635097,0.362701
10096.000000,7696.776281,0.362681
10097.000000,7696.917483,0.362661
10098.000000,7697.058705,0.362641
10099.000000,7697.199945,0.362621
10100.000000,7697.341204,0.362601
10101.000000,7697.482481,0.362582
10102.000000,7697.623777,0.362562
10103.000000,7697.765092,0.362542
10104.000000,7697.906425,0.362522
10105.000000,7698.047777,0.362502
10106.000000,7698.189148,0.362482
10107.000000,7698.330537,0.362462
10108.000000,7698.471945,0.362442
10109.000000,7698.613372,0.362422
10110.000000,7698.754817,0.362402
10111.000000,7698.896280,0.362382
10112.000000,7699.037763,0.362362
10113.000000,7699.179263,0.362342
10114.000000,7699.320783,0.362322
10115.000000,7699.462320,0.362302
10116.000000,7699.603876,0.362281
10117.000000,7699.745451,0.362261
10118.000000,7699.887044,0.362241
10119.000000,7700.028656,0.362221
10120.000000,7700.170286,0.362201
10121.000000,7700.311935,0.362181
10122.000000,7700.453602,0.362161
10123.000000,7700.595287,0.362141
10124.000000,7700.736991,0.362121
10125.000000,7700.878713,0.362101
10126.000000,7701.020454,0.362081
10127.000000,7701.162213,0.362061
10128.000000,7701.303990,0.362041
10129.000000,7701.445786,0.362021
10130.000000,7701.587599,0.362001
10131.000000,7701.729432,0.361981
10132.000000,7701.871282,0.361961
10133.000000,7702.013151,0.361941
10134.000000,7702.155038,0.361921
10135.000000,7702.296944,0.361900
10136.000000,7702.438868,0.361880
10137.000000,7702.580809,0.361860
10138.000000,7702.722770,0.361840
10139.000000,7702.864748,0.361820
10140.000000,7703.006745,0.361800
10141.000000,7703.148759,0.361780
10142.000000,7703.290792,0.361760
10143.000000,7703.432844,0.361740
10144.000000,7703.574913,0.361720
10145.000000,7703.717000,0.361699
10146.000000,7703.859106,0.361679
10147.000000,7704.001230,0.361659
10148.000000,7704.143372,0.361639
10149.000000,7704.285531,0.361619
10150.000000,7704.427709,0.361599
10151.000000,7704.569906,0.361579
10152.000000,7704.712120,0.361559
10153.000000,7704.854352,0.361538
10154.000000,7704.996602,0.361518
10155.000000,7705.138871,0.361498
10156.000000,7705.281157,0.361478
10157.000000,7705.423461,0.361458
10158.000000,7705.565783,0.361438
10159.000000,7705.708124,0.361418
10160.000000,7705.850482,0.361397
10161.000000,7705.992858,0.361377
10162.000000,7706.135252,0.361357
10163.000000,7706.277664,0.361337
10164.000000,7706.420094,0.361317
10165.000000,7706.562542,0.361297
10166.000000,7706.705008,0.361276
10167.000000,7706.847492,0.361256
10168.000000,7706.989993,0.361236
10169.000000,7707.132513,0.361216
10170.000000,7707.275050,0.361196
10171.000000,7707.417605,0.361176
10172.000000,7707.560178,0.361155
10173.000000,7707.702769,0.361135
10174.000000,7707.845377,0.361115
10175.000000,7707.988003,0.361095
10176.000000,7708.130647,0.361075
10177.000000,7708.273309,0.361054
10178.000000,7708.415989,0.361034
10179.000000,7708.558686,0.361014
10180.000000,7708.701401,0.360994
10181.000000,7708.844134,0.360974
10182.000000,7708.986884,0.360953
10183.000000,7709.129652,0.360933
10184.000000,7709.272438,0.360913
10185.000000,7709.415242,0.360893
10186.000000,7709.558063,0.360872
10187.000000,7709.700902,0.360852
10188.000000,7709.843758,0.360832
10189.000000,7709.986632,0.360812
10190.000000,7710.129523,0.360791
10191.000000,7710.272433,0.360771
10192.000000,7710.415359,0.360751
10193.000000,7710.558304,0.360731
10194.000000,7710.701266,0.360710
10195.000000,7710.844245,0.360690
10196.000000,7710.987242,0.360670
10197.000000,7711.130257,0.360650
10198.000000,7711.273289,0.360629
10199.000000,7711.416338,0.360609
10200.000000,7711.559405,0.360589
10201.000000,7711.702489,0.360569
10202.000000,7711.845591,0.360548
10203.000000,7711.988711,0.360528
10204.000000,7712.131847,0.360508
10205.000000,7712.275002,0.360487
10206.000000,7712.418173,0.360467
10207.000000,7712.561362,0.360447
10208.000000,7712.704569,0.360427
10209.000000,7712.847792,0.360406
10210.000000,7712.991033,0.360386
10211.000000,7713.134292,0.360366
10212.000000,7713.277568,0.360345
10213.000000,7713.420861,0.360325
10214.000000,7713.564171,0.360305
10215.000000,7713.707499,0.360284
10216.000000,7713.850844,0.360264
10217.000000,7713.994206,0.360244
10218.000000,7714.137586,0.360223
10219.000000,7714.280983,0.360203
10220.000000,7714.424397,0.360183
10221.000000,7714.567828,0.360162
10222.000000,7714.711277,0.360142
10223.000000,7714.854742,0.360122
10224.000000,7714.998225,0.360101
10225.000000,7715.141725,0.360081
10226.000000,7715.285242,0.360061
10227.000000,7715.428777,0.360040
10228.000000,7715.572328,0.360020
10229.000000,7715.715897,0.360000
10230.000000,7715.859483,0.359979
10231.000000,7716.003086,0.359959
10232.000000,7716.146706,0.359939
10233.000000,7716.290343,0.359918
10234.000000,7716.433997,0.359898
10235.000000,7716.577668,0.359877
10236.000000,7716.721356,0.359857
10237.000000,7716.865062,0.359837
10238.000000,7717.008784,0.359816
10239.000000,7717.152523,0.359796
10240.000000,7717.296280,0.359775
10241.000000,7717.440053,0.359755
10242.000000,7717.583843,0.359735
10243.000000,7717.727650,0.359714
10244.000000,7717.871474,0.359694
10245.000000,7718.015316,0.359673
10246.000000,7718.159174,0.359653
10247.000000,7718.303049,0.359633
10248.000000,7718.446940,0.359612
10249.000000,7718.590849,0.359592
10250.000000,7718.734775,0.359571
10251.000000,7718.878717,0.359551
10252.000000,7719.022677,0.359531
10253.000000,7719.166653,0.359510
10254.000000,7719.310646,0.359490
10255.000000,7719.454655,0.359469
10256.000000,7719.598682,0.359449
10257.000000,7719.742725,0.359428
10258.000000,7719.886786,0.359408
10259.000000,7720.030863,0.359388
10260.000000,7720.174956,0.359367
10261.000000,7720.319067,0.359347
10262.000000,7720.463194,0.359326
10263.000000,7720.607338,0.359306
10264.000000,7720.751498,0.359285
10265.000000,7720.895676,0.359265
10266.000000,7721.039870,0.359244
10267.000000,7721.184080,0.359224
10268.000000,7721.328308,0.359203
10269.000000,7721.472552,0.359183
10270.000000,7721.616812,0.359162
10271.000000,7721.761089,0.359142
10272.000000,7721.905383,0.359122
10273.000000,7722.049694,0.359101
10274.000000,7722.194021,0.359081
10275.000000,7722.338364,0.359060
10276.000000,7722.482724,0.359040
10277.000000,7722.627101,0.359019
10278.000000,7722.771494,0.358999
10279.000000,7722.915904,0.358978
10280.000000,7723.060330,0.358958
10281.000000,7723.204773,0.358937
10282.000000,7723.349232,0.358917
10283.000000,7723.493708,0.358896
10284.000000,7723.638200,0.358876
10285.000000,7723.782709,0.358855
10286.000000,7723.927234,0.358835
10287.000000,7724.071776,0.358814
10288.000000,7724.216334,0.358793
10289.000000,7724.360908,0.358773
10290.000000,7724.505499,0.358752
10291.000000,7724.650106,0.358732
10292.000000,7724.794729,0.358711
10293.000000,7724.939369,0.358691
10294.000000,7725.084025,0.358670
10295.000000,7725.228698,0.358650
10296.000000,7725.373387,0.358629
10297.000000,7725.518092,0.358609
10298.000000,7725.662813,0.358588
10299.000000,7725.807551,0.358568
10300.000000,7725.952305,0.358547
10301.000000,7726.097075,0.358526
10302.000000,7726.241862,0.358506
10303.000000,7726.386664,0.358485
10304.000000,7726.531483,0.358465
10305.000000,7726.676319,0.358444
10306.000000,7726.821170,0.358424
10307.000000,7726.966037,0.358403
10308.000000,7727.110921,0.358382
10309.000000,7727.255821,0.358362
10310.000000,7727.400737,0.358341
10311.000000,7727.545669,0.358321
10312.000000,7727.690618,0.358300
10313.000000,7727.835582,0.358279
10314.000000,7727.980563,0.358259
10315.000000,7728.125559,0.358238
10316.000000,7728.270572,0.358218
10317.000000,7728.415601,0.358197
10318.000000,7728.560646,0.358176
10319.000000,7728.705706,0.358156
10320.000000,7728.850783,0.358135
10321.000000,7728.995876,0.358115
10322.000000,7729.140985,0.358094
10323.000000,7729.286110,0.358073
10324.000000,7729.431251,0.358053
10325.000000,7729.576408,0.358032
10326.000000,7729.721581,0.358011
10327.000000,7729.866769,0.357991
10328.000000,7730.011974,0.357970
10329.000000,7730.157195,0.357950
10330.000000,7730.302431,0.357929
10331.000000,7730.447684,0.357908
10332.000000,7730.592952,0.357888
10333.000000,7730.738236,0.357867
10334.000000,7730.883536,0.357846
10335.000000,7731.028852,0.357826
10336.000000,7731.174184,0.357805
10337.000000,7731.319531,0.357784
10338.000000,7731.464895,0.357764
10339.000000,7731.610274,0.357743
10340.000000,7731.755669,0.357722
10341.000000,7731.901079,0.357702
10342.000000,7732.046506,0.357681
10343.000000,7732.191948,0.357660
10344.000000,7732.337406,0.357640
10345.000000,7732.482880,0.357619
10346.000000,7732.628369,0.357598
10347.000000,7732.773875,0.357578
10348.000000,7732.919395,0.357557
10349.000000,7733.064932,0.357536
10350.000000,7733.210484,0.357516
10351.000000,7733.356052,0.357495
10352.000000,7733.501635,0.357474
10353.000000,7733.647234,0.357453
10354.000000,7733.792849,0.357433
10355.000000,7733.938479,0.357412
10356.000000,7734.084125,0.357391
10357.000000,7734.229787,0.357371
10358.000000,7734.375464,0.357350
10359.000000,7734.521157,0.357329
10360.000000,7734.666865,0.357308
10361.000000,7734.812589,0.357288
10362.000000,7734.958328,0.357267
10363.000000,7735.104083,0.357246
10364.000000,7735.249853,0.357226
10365.000000,7735.395639,0.357205
10366.000000,7735.541440,0.357184
10367.000000,7735.687257,0.357163
10368.000000,7735.833089,0.357143
10369.000000,7735.978936,0.357122
10370.000000,7736.124799,0.357101
10371.000000,7736.270678,0.357080
10372.000000,7736.416571,0.357060
10373.000000,7736.562481,0.357039
10374.000000,7736.708405,0.357018
10375.000000,7736.854345,0.356997
10376.000000,7737.000301,0.356977
10377.000000,7737.146271,0.356956
10378.000000,7737.292257,0.356935
10379.000000,7737.438258,0.356914
10380.000000,7737.584275,0.356893
10381.000000,7737.730307,0.356873
10382.000000,7737.876354,0.356852
10383.000000,7738.022417,0.356831
10384.000000,7738.168494,0.356810
10385.000000,7738.314587,0.356790
10386.000000,7738.460695,0.356769
10387.000000,7738.606819,0.356748
10388.000000,7738.752957,0.356727
10389.000000,7738.899111,0.356706
10390.000000,7739.045280,0.356686
10391.000000,7739.191465,0.356665
10392.000000,7739.337664,0.356644
10393.000000,7739.483878,0.356623
10394.000000,7739.630108,0.356602
10395.000000,7739.776353,0.356581
10396.000000,7739.922613,0.356561
10397.000000,7740.068888,0.356540
10398.000000,7740.215178,0.356519
10399.000000,7740.361483,0.356498
10400.000000,7740.507803,0.356477
10401.000000,7740.654138,0.356457
10402.000000,7740.800488,0.356436
10403.000000,7740.946854,0.356415
10404.000000,7741.093234,0.356394
10405.000000,7741.239630,0.356373
10406.000000,7741.386040,0.356352
10407.000000,7741.532465,0.356331
10408.000000,7741.678905,0.356311
10409.000000,7741.825361,0.356290
10410.000000,7741.971831,0.356269
10411.000000,7742.118316,0.356248
10412.000000,7742.264816,0.356227
10413.000000,7742.411331,0.356206
10414.000000,7742.557861,0.356185
10415.000000,7742.704406,0.356165
10416.000000,7742.850965,0.356144
10417.000000,7742.997540,0.356123
10418.000000,7743.144129,0.356102
10419.000000,7743.290733,0.356081
10420.000000,7743.437352,0.356060
10421.000000,7743.583986,0.356039
10422.000000,7743.730635,0.356018
10423.000000,7743.877298,0.355998
10424.000000,7744.023976,0.355977
10425.000000,7744.170669,0.355956
10426.000000,7744.317377,0.355935
10427.000000,7744.464099,0.355914
10428.000000,7744.610836,0.355893
10429.000000,7744.757588,0.355872
10430.000000,7744.904355,0.355851
10431.000000,7745.051136,0.355830
10432.000000,7745.197932,0.355809
10433.000000,7745.344742,0.355789
10434.000000,7745.491568,0.355768
10435.000000,7745.638408,0.355747
10436.000000,7745.785262,0.355726
10437.000000,7745.932131,0.355705
10438.000000,7746.079015,0.355684
10439.000000,7746.225913,0.355663
10440.000000,7746.372826,0.355642
10441.000000,7746.519754,0.355621
10442.000000,7746.666696,0.355600
10443.000000,7746.813653,0.355579
10444.000000,7746.960624,0.355558
10445.000000,7747.107610,0.355537
10446.000000,7747.254610,0.355516
10447.000000,7747.401624,0.355495
10448.000000,7747.548654,0.355475
10449.000000,7747.695697,0.355454
10450.000000,7747.842755,0.355433
10451.000000,7747.989828,0.355412
10452.000000,7748.136915,0.355391
10453.000000,7748.284016,0.355370
10454.000000,7748.431132,0.355349
10455.000000,7748.578263,0.355328
10456.000000,7748.725407,0.355307
10457.000000,7748.872566,0.355286
10458.000000,7749.019740,0.355265
10459.000000,7749.166927,0.355244
10460.000000,7749.314130,0.355223
10461.000000,7749.461346,0.355202
10462.000000,7749.608577,0.355181
10463.000000,7749.755822,0.355160
10464.000000,7749.903081,0.355139
10465.000000,7750.050355,0.355118
10466.000000,7750.197643,0.355097
10467.000000,7750.344945,0.355076
10468.000000,7750.492261,0.355055
10469.000000,7750.639592,0.355034
10470.000000,7750.786937,0.355013
10471.000000,7750.934296,0.354992
10472.000000,7751.081669,0.354971
10473.000000,7751.229057,0.354950
10474.000000,7751.376459,0.354929
10475.000000,7751.523874,0.354908
10476.000000,7751.671304,0.354887
10477.000000,7751.818748,0.354866
10478.000000,7751.966207,0.354845
10479.000000,7752.113679,0.354824
10480.000000,7752.261166,0.354803
10481.000000,7752.408666,0.354782
10482.000000,7752.556181,0.354761
10483.000000,7752.703709,0.354740
10484.000000,7752.851252,0.354719
10485.000000,7752.998809,0.354697
10486.000000,7753.146380,0.354676
10487.000000,7753.293965,0.354655
10488.000000,7753.441564,0.354634
10489.000000,7753.589176,0.354613
10490.000000,7753.736803,0.354592
10491.000000,7753.884444,0.354571
10492.000000,7754.032099,0.354550
10493.000000,7754.179768,0.354529
10494.000000,7754.327450,0.354508
10495.000000,7754.475147,0.354487
10496.000000,7754.622857,0.354466
10497.000000,7754.770582,0.354445
10498.000000,7754.918320,0.354424
10499.000000,7755.066072,0.354403
10500.000000,7755.213838,0.354381
10501.000000,7755.361618,0.354360
10502.000000,7755.509412,0.354339
10503.000000,7755.657219,0.354318
10504.000000,7755.805041,0.354297
10505.000000,7755.952876,0.354276
10506.000000,7756.100725,0.354255
10507.000000,7756.248588,0.354234
10508.000000,7756.396464,0.354213
10509.000000,7756.544354,0.354192
10510.000000,7756.692258,0.354170
10511.000000,7756.840176,0.354149
10512.000000,7756.988108,0.354128
10513.000000,7757.136053,0.354107
10514.000000,7757.284012,0.354086
10515.000000,7757.431984,0.354065
10516.000000,7757.579970,0.354044
10517.000000,7757.727970,0.354023
10518.000000,7757.875984,0.354002
10519.000000,7758.024011,0.353980
10520.000000,7758.172052,0.353959
10521.000000,7758.320106,0.353938
10522.000000,7758.468174,0.353917
10523.000000,7758.616256,0.353896
10524.000000,7758.764351,0.353875
10525.000000,7758.912460,0.353854
10526.000000,7759.060582,0.353832
10527.000000,7759.208718,0.353811
10528.000000,7759.356867,0.353790
10529.000000,7759.505030,0.353769
10530.000000,7759.653206,0.353748
10531.000000,7759.801396,0.353727
10532.000000,7759.949600,0.353705
10533.000000,7760.097816,0.353684
10534.000000,7760.246047,0.353663
10535.000000,7760.394290,0.353642
10536.000000,7760.542548,0.353621
10537.000000,7760.690818,0.353600
10538.000000,7760.839102,0.353578
10539.000000,7760.987400,0.353557
10540.000000,7761.135710,0.353536
10541.000000,7761.284035,0.353515
10542.000000,7761.432372,0.353494
10543.000000,7761.580723,0.353473
10544.000000,7761.729087,0.353451
10545.000000,7761.877465,0.353430
10546.000000,7762.025855,0.353409
10547.000000,7762.174260,0.353388
10548.000000,7762.322677,0.353367
10549.000000,7762.471108,0.353345
10550.000000,7762.619552,0.353324
10551.000000,7762.768009,0.353303
10552.000000,7762.916479,0.353282
10553.000000,7763.064963,0.353260
10554.000000,7763.213460,0.353239
10555.000000,7763.361970,0.353218
10556.000000,7763.510493,0.353197
10557.000000,7763.659030,0.353176
10558.000000,7763.807579,0.353154
10559.000000,7763.956142,0.353133
10560.000000,7764.104718,0.353112
10561.000000,7764.253307,0.353091
10562.000000,7764.401910,0.353069
10563.000000,7764.550525,0.353048
10564.000000,7764.699153,0.353027
10565.000000,7764.847795,0.353006
10566.000000,7764.996449,0.352984
